Категория,Услуга,Ссылка,Результат оказания услуги
Таможня и налоги,Прием Декларации о доходах и имуществе физического лица (форма 270.00),https://egov.kz/cms/ru/online-services/for_citizen/pass270_mf,"Результат оказания услуги
Выдача уведомления о принятии / непринятии налоговой отчетности органом государственных доходов."
Таможня и налоги,Применение процедуры внесудебного банкротства,https://egov.kz/cms/ru/online-services/for_citizen/pass_P1_mf,"Результат оказания услуги
Размещение услугодателем сведений об услугополучателе на портале либо мотивированный отказ в оказании государственной услуги.
Решение о завершении процедуры внесудебного банкротства либо мотивированный отказ в оказании государственной услуги."
Таможня и налоги,Приостановление или возобновление сдачи налоговой декларации,https://egov.kz/cms/ru/online-services/for_citizen/2fpass323_mf,"Результат оказания услуги
Сведения о приостановлении (продлении, возобновлении) представления налоговой отчетности или об отказе в приостановлении (продлении, возобновлении) представления налоговой отчетности, опубликованные на интернет-ресурсе уполномоченного органа не позднее даты принятия решения о приостановлении или отказе в приостановлении представления налоговой отчетности."
Таможня и налоги,Просмотр и оплата налоговой задолженности,https://egov.kz/cms/ru/online-services/for_citizen/e_078,"Результат оказания услуги
1. Передача в электронном виде сведений об отсутствии задолженности.
2. Выдача выписки."
Таможня и налоги,Просмотр и оплата предстоящих налоговых платежей физических лиц,https://egov.kz/cms/ru/online-services/for_citizen/oplatanalogi,"Результат оказания услуги
Электронный чек оплаты."
Таможня и налоги,Регистрация налогоплательщиков,https://egov.kz/cms/ru/online-services/for_citizen/2f39_mf,"Результат оказания услуги
Выдача регистрационного свидетельства.
Мотивированный ответ об отказе в оказании государственной услуги."
Таможня и налоги,Регистрация обеспечения исполнения обязанностей,https://egov.kz/cms/ru/online-services/for_citizen/2f571_mf,"Результат оказания услуги
Ре­ги­стра­ция обес­пе­че­ния ис­пол­не­ния обя­зан­но­сти по упла­те та­мо­жен­ных по­шлин, на­ло­гов, спе­ци­аль­ных, ан­ти­дем­пин­го­вых, ком­пен­са­ци­он­ных по­шлин, а та­к­же обес­пе­че­ния ис­пол­не­ния обя­зан­но­стей юри­ди­че­ско­го ли­ца, осу­ществ­ля­ю­ще­го де­я­тель­ность в сфе­ре та­мо­жен­но­го де­ла, и (или) упол­но­мо­чен­но­го эко­но­ми­че­ско­го опе­ра­то­ра ли­бо мо­ти­ви­ро­ван­ный от­вет об от­ка­зе в ока­за­нии го­су­дар­ствен­ной услу­ги."
Таможня и налоги,Решение о происхождении товара,https://egov.kz/cms/ru/online-services/for_citizen/559_mf,"Результат оказания услуги
Выдача предварительного решения о происхождении товаров, выдача дубликата предварительного решения о происхождении товара, либо мотивированный ответ об отказе в оказании государственной услуги."
Таможня и налоги,Сдача декларации,https://egov.kz/cms/ru/online-services/for_citizen/pass250_mf,"Результат оказания услуги
Уведомление о принятии/непринятии налоговой отчетности."
Таможня и налоги,Справка о полученных доходах в РК,https://egov.kz/cms/ru/online-services/for_citizen/2fpass317_mf,"Результат оказания услуги
Выдача справки о суммах полученных доходов из источников в Республике Казахстан и удержанных (уплаченных) налогов, либо мотивированный ответ услугодателя об отказе в оказании государственной услуги."
Таможня и налоги,Таможенная очистка товаров,https://egov.kz/cms/ru/online-services/for_citizen/2f564_mf,"Результат оказания услуги
Уведомление о решении выпуска товаров принятое уполномоченным должностным лицом услугодателя, заверенное его электронной цифровой подписью (ЭЦП), в том числе с одновременным уведомлением услугополучателя, а также заинтересованных лиц посредством информационной системы, либо мотивированный ответ об отказе в оказании государственной услуги в виде решения об отказе в выпуске товаров."
Таможня и налоги,Транзитная декларация,https://egov.kz/cms/ru/online-services/for_citizen/pass572-4_eoknomf,"Результат оказания услуги
Помещение товаров под таможенную процедуру таможенного транзита."
Таможня и налоги,Оплата налогов и других обязательных платежей в бюджет,https://egov.kz/cms/ru/online-services/for_citizen/epay21_09_nal,"Результат оказания услуги
Электронный чек оплаты."
Правовая помощь,"Апостилирование архивных справок и копий архивных документов, исходящих из специального государственного архива Министерства внутренних дел Республики Казахстан и его территориальных подразделений",https://egov.kz/cms/ru/online-services/for_citizen/pass572_mvd,"Результат оказания услуги
Апостилированные архивные справки, копий архивных документов, либо мотивированный ответ об отказе в оказании государственной услуги.
Форма предоставления результатов оказания государственной услуги: бумажная."
Правовая помощь,"Апостилирование архивных справок, направляемых за рубеж",https://egov.kz/cms/ru/online-services/for_citizen/pass039_mki,"Результат оказания услуги
Штамп апостиля на архивных справках, копиях архивных документов или архивных выписках, исходящих из государственных архивов Республики Казахстан и направляемых за рубеж либо мотивированный отказ в оказании государственной услуги."
Правовая помощь,"Апостилирование документов, выданных органами юстиции",https://egov.kz/cms/ru/online-services/for_citizen/e_075,"Результат оказания услуги
1. Электронный документ со штампом «Апостиль».
2. Мотивированный ответ об отказе в оказании государственной услуги."
Правовая помощь,"Апостилирование официальных документов, исходящих из судебных органов",https://egov.kz/cms/ru/online-services/for_citizen/vs_567_apostil_sud,"Результат оказания услуги
Документ с проставленным апостилем - специальным штампом, удостоверяющим подлинность подписи лица и подтверждающим его полномочия, а также подлинность печати или штампа, которыми скреплен этот документ, или мотивированный отказ в оказании государственной услуги.
На портале в ""личном кабинете"" услугополучателя направляется уведомление о готовности оказания государственной услуги либо ответ с указанием причин отказа."
Правовая помощь,Возбуждение исполнительного производства на основании исполнительного документа по заявлению взыскателя,https://egov.kz/cms/ru/online-services/for_citizen/600_pass,"Результат оказания услуги
Постановление судебного исполнителя о возбуждении исполнительного производства или об отказе в возбуждении исполнительного производства."
Правовая помощь,Выдача архивных справок КПСИСУ ГП,https://egov.kz/cms/ru/online-services/for_citizen/427pass_gp,"Результат оказания услуги
Архивная справка и/или копия архивных документов в пределах архивов Комитета по правовой статистике и специальным учетам Генеральной прокуратуры Республики Казахстан и его территориальных органов, при отсутствии сведений - письменный ответ либо в форме электронного документа, подписанного ЭЦП уполномоченного лица услугодателя в ""личном кабинете"" портала.
Выдача готовых документов другому физическому лицу осуществляется на основании доверенности, удостоверенной нотариально, выданной лицом, в отношении которого запрашиваются сведения.
Государственная корпорация обеспечивает хранение справки в бумажной форме в течение 1 (одного) месяца, после чего передает их услугодателю для дальнейшего хранения в течение 2 (двух) месяцев. При обращении услугополучателя по истечении 1 (одного) месяца, по запросу Государственной корпорации услугодатель в течение 1 (одного) рабочего дня направляет готовые документы в Государственную корпорацию для выдачи услугополучателю.
Заявление услугополучателя и документы к нему в бумажной форме, а также справка в бумажной форме за получением которой услугополучатель не явился в течение 3 (трех) месяцев подшиваются (формируются) услугодателем в отдельное номенклатурное дело."
Правовая помощь,Выдача архивных справок МВД,https://egov.kz/cms/ru/online-services/for_citizen/pass571_mvd,"Результат оказания услуги
Архивная справка и/или копия архивного документа, либо мотивированный ответ об отказе в оказании государственной услуги."
Правовая помощь,Подача заявления о выдаче судебного протокола в электронном виде,https://egov.kz/cms/ru/online-services/for_citizen/e_002,"Результат оказания услуги
Получение документа в pdf-формате,  в котором содержится судебный протокол в электронном виде, либо мотивированный ответ об отказе."
Правовая помощь,Подача искового заявления в суд,https://egov.kz/cms/ru/online-services/for_citizen/e_001,"Результат оказания услуги
Получение уведомления о принятии искового заявления с присвоением номера гражданского дела и наименованием суда, либо мотивированный ответ об отказе."
Правовая помощь,Подача электронного заявления-замечания на протокол,https://egov.kz/cms/ru/online-services/for_citizen/e_003,"Результат оказания услуги
Получение уведомления о принятии к производству электронного заявления, с присвоением номера гражданского дела и суда, либо мотивированный ответ об отказе."
Правовая помощь,Получение справки о признании юридического лица бездействующим юридическим лицом или причастности его участников к бездействующим юридическим лицам,https://egov.kz/cms/ru/online-services/for_citizen/e_053,"Результат оказания услуги
Справка о признании юридического лица бездействующим юридическим лицом или причастности его участников к бездействующим юридическим лицам."
Правовая помощь,"Предоставление сведений об участии физического лица в юридических лицах, филиалах и представительствах",https://egov.kz/cms/ru/online-services/for_citizen/e_035,"Результат оказания услуги
Сведения об участии физического лица в юридических лицах, филиалах и представительствах."
Правовая помощь,Предоставление сведений о зарегистрированном юридическом лице на заданную дату,https://egov.kz/cms/ru/online-services/for_citizen/e_081,"Результат оказания услуги
Сведения о зарегистрированном юридическом лице на заданную дату."
Правовая помощь,Прием документов на обучение в Академию правосудия при Верховном Суде Республики Казахстан,https://egov.kz/cms/ru/online-services/for_citizen/pass604-1,"Результат оказания услуги
Расписка о приеме документов либо расписка о мотивированном отказе в приеме документов."
Правовая помощь,Проверка штампа апостиля в электронном регистре,https://egov.kz/cms/ru/online-services/for_citizen/apostil,"Результат оказания услуги
1. Электронный документ со штампом «Апостиль».
2. Мотивированный ответ об отказе."
Правовая помощь,Регистрация залога движимого имущества,https://egov.kz/cms/ru/online-services/for_citizen/pass_224,"Результат оказания услуги
Через услугодателя на бумажном носителе:  Свидетельство о регистрации залога движимого имущества, не подлежащего обязательной государственной регистрации или письменный мотивированный ответ об отказе в оказании государственной услуги.
Дубликат свидетельства о регистрации залога движимого имущества, взамен утраченного в отношении выданных свидетельств.
На портале: Свидетельство о регистрации залога движимого имущества, не подлежащего обязательной государственной регистрации или письменный мотивированный ответ об отказе в оказании государственной услуги."
Правовая помощь,Сведения о совершении лицом административного правонарушения,https://egov.kz/cms/ru/online-services/for_citizen/gp_015,Раздел 'Результат оказания услуги' не найден
Транспорт и коммуникации,Выдача дубликата ГРНЗ,https://egov.kz/cms/ru/online-services/for_citizen/00501020-pass_mvd,"Результат оказания услуги
Дубликат ГРНЗ."
Транспорт и коммуникации,"Выдача лицензии на право занятия деятельностью по нерегулярной перевозке пассажиров автобусами, микроавтобусами в междугородном межобластном, межрайонном (междугородном внутриобластном) и международном сообщениях, а также регулярной перевозке пассажиров автобусами, микроавтобусами в международном сообщении",https://egov.kz/cms/ru/online-services/for_citizen/pass116_mtk,"Результат оказания услуги
Лицензия и (или) приложение к лицензии либо переоформленная лицензия и (или) приложение к лицензии либо дубликат лицензии и (или) приложения к лицензии на право занятия деятельностью, по нерегулярной перевозке пассажиров автобусами, микроавтобусами в междугородном межобластном, межрайонном (междугородном внутриобластном) и международном сообщениях, а также регулярной перевозке пассажиров автобусами, микроавтобусами в международном сообщении, либо мотивированный ответ об отказе в оказании государственной услуги."
Транспорт и коммуникации,Выдача медицинской справки по форме № 073/у,https://egov.kz/cms/ru/online-services/for_citizen/passP723_mz,"Результат оказания услуги
Медицинская справка о допуске к управлению транспортным средством, выданная по форме № 073/у либо мотивированный ответ об отказе в оказании государственной услуги."
Транспорт и коммуникации,"Выдача разрешения на въезд (выезд) на территорию (с территории) иностранного государства перевозчикам Республики Казахстан, осуществляющим регулярные автомобильные перевозки пассажиров и багажа в международном сообщении",https://egov.kz/cms/ru/online-services/for_citizen/pass308-1_miir,"Результат оказания услуги
Иностранное разрешение на регулярные перевозки пассажиров и багажа сроком действия на один календарный год в бумажном виде либо мотивированный ответ об отказе в оказании государственной услуги."
Транспорт и коммуникации,Выдача удостоверения на право управления самоходным маломерным судном,https://egov.kz/cms/ru/online-services/for_citizen/pass033_mtk,"Результат оказания услуги
Удостоверение на право управления самоходным маломерным судном, дубликат удостоверения на право управления самоходным маломерным судном в бумажном виде либо мотивированный ответ об отказе."
Транспорт и коммуникации,Выдача удостоверения члена экипажа,https://egov.kz/cms/ru/online-services/for_citizen/291_pass,"Результат оказания услуги
Удостоверение члена экипажа либо мотивированный ответ об отказе в оказании государственной услуги."
Транспорт и коммуникации,"Государственная регистрация ипотеки судна, маломерного судна, строящегося судна",https://egov.kz/cms/ru/online-services/for_citizen/pass93_miir,"Результат оказания услуги
Свидетельство о государственной регистрации ипотеки судна, либо дубликат свидетельства о государственной регистрации ипотеки судна, либо дополнительный лист к свидетельству о государственной регистрации ипотеки судна, либо выдача информации о прекращении ипотеки судна, либо свидетельство о государственной регистрации ипотеки маломерного судна, либо дубликат свидетельства о государственной регистрации ипотеки маломерного судна, либо дополнительный лист к свидетельству о государственной регистрации ипотеки маломерного судна, либо выдача информации о прекращении ипотеки маломерного судна, либо свидетельство о государственной регистрации ипотеки судна (строящегося судна), либо дубликат свидетельства о государственной регистрации ипотеки судна (строящегося судна), либо дополнительный лист к свидетельству о государственной регистрации ипотеки судна (строящегося судна), либо выдача информации о прекращении ипотеки судна (строящегося судна), либо мотивированный ответ об отказе в оказании государственной услуги"
Транспорт и коммуникации,Государственная регистрация маломерных судов и прав на них,https://egov.kz/cms/ru/online-services/for_citizen/e_pass085_mtk,"Результат оказания услуги
Судовой билет, дубликат судового билета, справка об исключении судна из Судовой книги, либо мотивированный отказ."
Транспорт и коммуникации,Декларация на транспортное средство,https://egov.kz/cms/ru/online-services/for_citizen/pass560_mf,"Результат оказания услуги
Регистрация ТДТС, либо мотивированный ответ об отказе в регистрации ТДТС."
Транспорт и коммуникации,Заказ VIP номера на автотранспорт (государственного регистрационного номерного знака повышенного спроса),https://egov.kz/cms/ru/online-services/for_citizen/pass_vip_number,"Результат оказания услуги
Уведомление о заказе государственного регистрационного номерного знака повышенного спроса."
Транспорт и коммуникации,Корректировка ошибочных сведений транспортных средств,https://egov.kz/cms/ru/online-services/for_citizen/pass_vehicle_information,"Результат оказания услуги
Уведомление об актуализации сведении либо мотивированный ответ об отказе."
Транспорт и коммуникации,"Первичная регистрация транспортных средств, приобретенных у официальных дилеров на территории Республики Казахстан",https://egov.kz/cms/ru/online-services/for_citizen/reg-vehicle_1,"Результат оказания услуги
Выдача свидетельства о регистрации транспортного средства и (или) государственного регистрационного номерного знака, либо мотивированный ответ об отказе."
Транспорт и коммуникации,Поиск наличия залога движимого имущества,https://egov.kz/cms/ru/online-services/for_citizen/pass_sr19,"Результат оказания услуги
Информация о наличии или отсутствии залога движимого имущества."
Транспорт и коммуникации,Получение водительских прав,https://egov.kz/cms/ru/online-services/for_citizen/010pass_mvd,"Результат оказания услуги
Водительское удостоверение либо мотивированный ответ об отказе в оказании государственной услуги."
Транспорт и коммуникации,Регистрация автотранспорта,https://egov.kz/cms/ru/online-services/for_citizen/089pass_mvd,"Результат оказания услуги
При регистрации транспортного средства – СРТС, ГРНЗ.
При снятии с учета транспортного средства – СРТС с отметкой о снятии с учета.
Мотивированный отказ в оказании государственной услуги."
Транспорт и коммуникации,Регистрация залога движимого имущества,https://egov.kz/cms/ru/online-services/for_citizen/pass069_mu,"Результат оказания услуги
1. Свидетельство о регистрации залога движимого имущества / Выписка из реестра регистрации залога движимого имущества / Мотивированный ответ об отказе в оказании государственной услуги.
При внесении изменений и дополнений в договор залога и прекращении договора залога результат услуги – уведомление в Личный кабинет заявителя о положительной обработке заявки или мотивированный ответ об отказе в оказании услуги.
2. Свидетельство о государственной регистрации залога подвижного состава либо мотивированный ответ об отказе в оказании государственной услуги.
3. Отчет об исполнении/неисполнении приказа / Выписка из реестра регистрации залога движимого имущества / Мотивированный ответ об отказе в оказании государственной услуги.
4. Выдача свидетельства или дубликата о государственной регистрации залога машин, или выдача уведомления о регистрации (снятии с регистрации) залога, регистрации изменений, дополнений (в том числе перехода права собственности другому лицу, уступки права требования, последующего залога (перезалога)), прекращении действия зарегистрированного залога либо мотивированный ответ об отказе в оказании государственной услуги."
Транспорт и коммуникации,Регистрация / залог тракторов,https://egov.kz/cms/ru/online-services/for_citizen/pass095_msh,"Результат оказания услуги
Выдача свидетельства или дубликата о государственной регистрации залога машин, или выдача уведомления о регистрации (снятии с регистрации) залога, регистрации изменений, дополнений (в том числе перехода права собственности другому лицу, уступки права требования, последующего залога (перезалога)), прекращении действия зарегистрированного залога либо мотивированный ответ об отказе в оказании государственной услуги."
Транспорт и коммуникации,Регистрация переоборудования авто,https://egov.kz/cms/ru/online-services/for_citizen/01101013-pass_mvd,"Результат оказания услуги
Свидетельство на переоборудование автотранспортного средства и (или) прицепов к нему или мотивированный отказ."
Транспорт и коммуникации,Сервис получения справок третьими лицами,https://egov.kz/cms/ru/online-services/for_citizen/pass_sr11,"Результат оказания услуги
Согласно запроса результатом оказания услуги являются - адресные сведения с места жительства, справка о зарегистрированных правах на недвижимое имущество, справка об отсутствии (наличии) недвижимого имущества, справка о наличии либо отсутствии судимости, справка подтверждающая принадлежность заявителя (семьи) к получателям адресной социальной помощи, справка о состоянии/не состоянии на учете в наркологичеcкой организации, справка о состоянии/не состоянии на учете в психоневрологической организации, справка о состоянии/не состоянии на учете в противотуберкулезной организации."
Транспорт и коммуникации,"Субсидирование убытков перевозчика, связанных с осуществлением автомобильных пассажирских перевозок по социально значимым сообщениям в межрайонном (междугородном внутриобластном), внутрирайонном, городском (сельском) и пригородном сообщениях",https://egov.kz/cms/ru/online-services/for_citizen/pass272-4_miir,"Результат оказания услуги
Уведомление о назначении субсидии либо мотивированный ответ об отказе в оказании государственной услуги способом направления уведомления об отказе в назначении субсидии."
Транспорт и коммуникации,"Утверждение маршрутов и расписания движений регулярных городских (сельских), пригородных и внутрирайонных автомобильных перевозок пассажиров и багажа",https://egov.kz/cms/ru/online-services/for_citizen/pass272-5_miir,"Результат оказания услуги
Уведомление об утверждении маршрутов и расписания движений регулярных городских (сельских), пригородных и внутрирайонных автомобильных перевозок пассажиров и багажа, либо мотивированный ответ об отказе в оказании государственной услуги"
Транспорт и коммуникации,Государственная пошлина за получение и обмен водительского удостоверения,https://egov.kz/cms/ru/online-services/for_citizen/epay043_gp,"Результат оказания услуги
Электронный чек об оплате государственной пошлины за получение и обмен водительского удостоверения"
Транспорт и коммуникации,"Государственный сбор за государственную регистрацию залога движимого имущества, ипотеки судна или строящегося судна",https://egov.kz/cms/ru/online-services/for_citizen/epay021_gs,"Результат оказания услуги
Электронный чек об оплате государственной пошлины за государственную регистрацию залога движимого имущества, ипотеки судна или строящегося судна"
Транспорт и коммуникации,Поиск и оплата административных штрафов,https://egov.kz/cms/ru/online-services/for_citizen/epay_21_01,"Результат оказания услуги
Электронный чек об оплате штрафа за нарушение правил дорожного движения."
Консульские услуги,Выдача временного свидетельства на право плавания под Государственным флагом Республики Казахстан в случае приобретения судна за границей,https://egov.kz/cms/ru/online-services/for_citizen/pass547_mid,"Результат оказания услуги
Временное свидетельство на право плавания под Государственным флагом Республики Казахстан, в случае приобретения судна за границей, либо мотивированный ответ об отказе в оказании государственной услуги."
Консульские услуги,"Выдача ходатайства на получение инвесторской визы для лиц, являющихся нерезидентами Республики Казахстан и осуществляющих инвестиционную деятельность на территории Республики Казахстан",https://egov.kz/cms/ru/online-services/for_citizen/pass_38_2,"Результат оказания услуги
Ходатайство на получение инвесторской визы для лиц, являющихся нерезидентами Республики Казахстан и осуществляющих инвестиционную деятельность на территории Республики Казахстан, либо мотивированный отказ в оказании государственной услуги."
Консульские услуги,"Заключение инвестиционного контракта на реализацию инвестиционного проекта, предусматривающего осуществление инвестиций и предоставление инвестиционных преференций",https://egov.kz/cms/ru/online-services/for_citizen/pass463_mfa,"Результат оказания услуги
Заключение инвестиционного контракта на реализацию инвестиционного проекта, предусматривающего осуществление инвестиций и предоставление инвестиционных преференций либо мотивированный ответ об отказе в оказании государственной услуги."
Воинский учет и безопасность,Актуализация (корректировка) сведений о воинской службе,https://egov.kz/cms/ru/online-services/for_citizen/pass18-10_mo,"Результат оказания услуги
Уведомление об актуализации (корректировке) сведений о воинской службе в форме электронного документа, подписанного ЭЦП услугодателя, либо мотивированный ответ об отказе в оказании государственной услуги."
Воинский учет и безопасность,Выдача военнообязанным военных билетов или их дубликатов,https://egov.kz/cms/ru/online-services/for_citizen/pass028_mo,"Результат оказания услуги
На портале: информация о месте получения результата оказания государственной услуги, подписанное ЭЦП услугодателя, либо мотивированный ответ об отказе в оказании государственной услуги.
Через Государственную корпорацию (выбранный услугополучателем на портале филиал): выдача военных билетов офицерам, сержантам, солдатам запаса.
Форма предоставления результата оказания государственной услуги: электронная/бумажная."
Воинский учет и безопасность,Выдача удостоверений ветеранам Великой Отечественной войны,https://egov.kz/cms/ru/online-services/for_citizen/pass030_mo,"Результат оказания услуги
Выдача удостоверения ветерана Великой Отечественной войны.
Уведомление об отказе в оказании государственной услуги.
Форма предоставления результата оказания государственной услуги: бумажная.
Вы­да­ча до­ку­мен­тов услу­го­по­лу­ча­те­лю осу­ществ­ля­ет­ся при предъ­яв­ле­нии до­ку­мен­та, удо­сто­ве­ря­ю­ще­го лич­ность ли­бо циф­ро­вой до­ку­мент удо­сто­ве­ре­ния лич­но­сти, из раз­де­ла «Циф­ро­вые до­ку­мен­ты» мо­биль­но­го при­ло­же­ния «элек­трон­но­го пра­ви­тель­ства» (для иден­ти­фи­ка­ции) (ли­бо его пред­ста­ви­те­ля по но­та­ри­аль­но за­ве­рен­ной до­ве­рен­но­сти).
Государственная корпорация обеспечивает хранение результата в течение одного месяца, после чего передает его услугодателю для дальнейшего хранения. При обращении услугополучателя по истечению одного месяца, по запросу Государственной корпорации услугодатель в течение одного рабочего дня направляет готовые документы в Государственную корпорацию для выдачи услугополучателю."
Воинский учет и безопасность,Заключение и продление договора найма служебного жилища Вооруженных Сил Республики Казахстан,https://egov.kz/cms/ru/online-services/for_citizen/pass2701006_mo,"Результат оказания услуги
Заключение договора найма служебного жилища является выдача через отделение документационного обеспечения услугодателя или портал типового договора утвержденного
постановлением
Правительства Республики Казахстан от 1 декабря 2011 года № 1420 или справки об отказе в заключении договора найма служебного жилища.
Продление договора найма служебного жилища является выдача через отделение документационного обеспечения услугодателя или портал дополнительного соглашения заключенного согласно условиям Договора или справки об отказе в продлении договора найма служебного жилища."
